,Winery,Points_Mean,Price_Mean,Points_Median,Price_Median,Total_Reviews,N_Varieties,Varieties,Country,Province,Region
186,Adair Bachman,90.0,35.0,90.0,35.0,1,1,['Rosé'],US,California,"['Napa Valley', 'Napa']"
187,Adalia,84.0,20.0,84.0,20.0,1,1,['White Blend'],Italy,Veneto,['Soave']
188,Adamant Cellars,87.9,30.6,87.5,32.5,8,6,"['Bordeaux-style Red Blend', 'Merlot', 'Cabernet Franc', 'Red Blend', 'Syrah', 'White Blend']",US,Washington,"['Columbia Valley (WA)', 'Columbia Valley']"
189,Adami,88.2,20.2,88.0,18.0,36,2,"['Glera', 'Prosecco']",Italy,Veneto,['Prosecco']
190,Adams Bench,90.5,50.2,91.0,52.0,21,2,"['Bordeaux-style Red Blend', 'Cabernet Sauvignon']",US,Washington,"['Red Mountain', 'Columbia Valley']"
191,Adanti,88.6,31.2,87.0,35.0,5,2,"['Red Blend', 'Sagrantino']",Italy,Central Italy,['Montefalco Rosso']
192,Adastra,86.9,39.8,87.0,40.0,9,4,"['Pinot Noir', 'Chardonnay', 'Merlot', 'Red Blend']",US,California,"['Carneros', 'Napa-Sonoma']"
193,Addamo,87.0,37.4,87.0,33.5,10,5,"['Pinot Noir', 'Chardonnay', 'Syrah', 'Grenache', 'Dolcetto']",US,California,"['Santa Maria Valley', 'Central Coast']"
194,Addendum,92.3,93.3,93.0,95.0,3,1,['Cabernet Sauvignon'],US,California,"['Napa Valley', 'Napa']"
195,Addict Wines,85.5,11.0,85.5,11.0,2,2,"['Syrah-Grenache', 'White Blend']",France,Languedoc-Roussillon,['Vin de Pays des Côtes Catalanes']
196,Adega Algueira,90.0,18.0,90.0,18.0,1,1,['Godello'],Spain,Galicia,['Ribeira Sacra']
197,Adega Cachín,89.0,20.5,89.0,20.5,2,2,"['White Blend', 'Mencía']",Spain,Galicia,['Ribeira Sacra']
198,Adega Cooperativa Cadaval,82.0,,82.0,,1,1,['Portuguese Red'],Portugal,Estremadura,[]
199,Adega Cooperativa Cadaval,83.0,,83.0,,1,1,['Moscatel'],Portugal,Lisboa,[]
200,Adega Cooperativa Ponte de Barca,84.2,8.2,83.5,9.0,12,3,"['Loureiro', 'Portuguese White', 'Rosé']",Portugal,Vinho Verde,[]
201,Adega Cooperativa Ponte de Lima,85.8,9.7,85.0,10.0,12,2,"['Loureiro', 'Portuguese White']",Portugal,Vinho Verde,[]
202,Adega Cooperativa da Batalha,84.0,5.0,84.0,5.0,1,1,['Portuguese Red'],Portugal,Portuguese Table Wine,[]
203,Adega Cooperativa de Borba,85.6,10.8,85.0,11.0,20,10,"['Portuguese Red', 'Portuguese White', 'Alvarinho', 'Syrah', 'Verdelho', 'Touriga Nacional', 'Touriga Nacional Blend', 'Alicante Bouschet', 'Alfrocheiro', 'Viognier']",Portugal,Alentejano,[]
204,Adega Cooperativa de Borba,88.1,17.1,88.5,15.0,40,3,"['Portuguese Red', 'Portuguese White', 'Rosé']",Portugal,Alentejo,[]
205,Adega Cooperativa de Borba,88.0,18.0,88.0,18.0,1,1,['Portuguese White'],Portugal,Alenteo,[]
206,Adega Cooperativa de Vila Nova de Tazem,90.0,18.0,90.0,18.0,1,1,['Touriga Nacional'],Portugal,Dão,[]
207,Adega Cooperativa de Vila Real,82.0,,82.0,,1,1,['Portuguese Red'],Portugal,Douro,[]
208,Adega Cooperativa do Cartaxo,86.8,10.5,86.0,10.5,4,3,"['Portuguese Red', 'Touriga Nacional-Cabernet Sauvignon', 'Merlot']",Portugal,Ribatejo,[]
209,Adega Cooperativa do Cartaxo,85.8,9.6,85.0,7.5,49,9,"['Alicante Bouschet', 'Portuguese Sparkling', 'Castelão', 'Portuguese Red', 'Touriga Nacional', 'Trincadeira', 'Portuguese White', 'Rosé', 'Fernão Pires']",Portugal,Tejo,[]
210,Adega Martínez Serantes,88.2,18.0,88.0,17.0,5,1,['Albariño'],Spain,Galicia,['Rías Baixas']
211,Adega Mayor,87.4,33.6,88.0,23.5,17,6,"['Portuguese Red', 'Portuguese Rosé', 'Portuguese White', 'Touriga Nacional', 'Verdelho', 'Alicante Bouschet']",Portugal,Alentejano,[]
212,Adega Mãe,87.7,17.8,88.0,17.0,35,12,"['Portuguese White', 'Rosé', 'Portuguese Red', 'Chardonnay', 'Viognier', 'Sparkling Blend', 'Touriga Nacional', 'Viosinho', 'Alvarinho', 'Petit Verdot', 'Sauvignon Blanc', 'Riesling']",Portugal,Lisboa,[]
213,Adega Mãe,91.0,20.0,91.0,20.0,1,1,['Alvarinho'],Portugal,Portuguese Table Wine,[]
214,Adega Northwest,89.0,36.0,89.0,36.0,1,1,['Cabernet Sauvignon'],US,Washington,"['Columbia Valley (WA)', 'Columbia Valley']"
215,Adega Vila Real,85.6,13.4,86.0,12.5,14,5,"['Portuguese White', 'Portuguese Red', 'Tinta Roriz', 'Touriga Nacional', 'Rosé']",Portugal,Douro,[]
216,Adega Viuva Gomes,90.5,262.5,90.5,262.5,2,2,"['Malvasia', 'Ramisco']",Portugal,Colares,[]
217,Adega de Cantanhede,88.8,35.6,89.5,23.0,14,6,"['Portuguese Red', 'Baga', 'Portuguese White', 'Arinto', 'Baga-Touriga Nacional', 'Portuguese Sparkling']",Portugal,Bairrada,[]
218,Adega de Cantanhede,86.3,12.0,86.0,12.0,3,2,"['Baga', 'Portuguese Sparkling']",Portugal,Beira Atlantico,[]
219,Adega de Favaios,90.0,33.0,90.0,33.0,1,1,['Portuguese Red'],Portugal,Douro,[]
220,Adega de Favaios,89.8,95.0,89.0,137.0,4,1,['Moscatel'],Portugal,Moscatel do Douro,[]
221,Adega de Monção,87.6,13.5,87.0,13.5,9,5,"['Portuguese Red', 'Rosé', 'Alvarinho', 'Portuguese White', 'Portuguese Sparkling']",Portugal,Vinho Verde,[]
222,Adega de Penalva,88.0,27.0,88.0,27.0,1,1,['Touriga Nacional'],Portugal,Dão,[]
223,Adega dos Eidos,89.2,24.5,89.5,23.5,4,1,['Albariño'],Spain,Galicia,['Rías Baixas']
224,Adegas D'Altamira,88.0,21.8,87.0,25.0,5,1,['Albariño'],Spain,Galicia,['Rías Baixas']
225,Adegas Galegas,86.0,22.0,86.0,22.0,1,1,['Albariño'],Spain,Galicia,['Rías Baixas']
226,Adegas Gran Vinum,87.9,24.3,89.0,24.0,15,1,['Albariño'],Spain,Galicia,['Rías Baixas']
227,Adegas Moure,84.3,26.7,84.0,27.0,3,2,"['Red Blend', 'Mencía']",Spain,Galicia,['Ribeira Sacra']
228,Adegas Terra Santa,86.0,21.0,86.0,21.0,1,1,['Albariño'],Spain,Galicia,['Rías Baixas']
229,Adelaida,87.3,37.9,87.0,35.0,101,14,"['Mourvèdre', 'Zinfandel', 'Cabernet Sauvignon', 'Rhône-style Red Blend', 'Syrah', 'Cabernet Sauvignon-Syrah', 'Chardonnay', 'Pinot Noir', 'Rhône-style White Blend', 'Nebbiolo', 'Grenache', 'Viognier', 'Rosé', 'Chenin Blanc']",US,California,"['Paso Robles', 'Central Coast']"
230,Adelaida Cellars,89.3,53.3,90.0,50.0,3,3,"['Rhône-style Red Blend', 'Mourvèdre', 'Syrah']",US,California,"['Adelaida District', 'Central Coast']"
231,Adelsheim,90.7,51.7,91.0,45.0,104,10,"['Pinot Noir', 'Chardonnay', 'Auxerrois', 'Pinot Gris', 'Pinot Blanc', 'Rosé', 'Tocai Friulano', 'Syrah', 'White Blend', 'Pinot Auxerrois']",US,Oregon,"['Willamette Valley', 'Willamette Valley']"
232,Aderezo,89.0,15.0,89.0,15.0,1,1,['Tempranillo'],Spain,Northern Spain,['Ribera del Duero']
233,Adi Badenhorst & Duncan Savage,94.0,,94.0,,1,1,['Rhône-style Red Blend'],South Africa,Swartland,[]
234,Adi Badenhorst & Duncan Savage,92.0,,92.0,,1,1,['White Blend'],South Africa,Western Cape,[]
235,Adirondack Winery,83.0,18.0,83.0,18.0,1,1,['Barbera'],US,America,[]
236,Adirondack Winery,85.4,16.1,85.0,16.0,7,6,"['Rosé', 'Seyval Blanc', 'Syrah', 'Chardonnay', 'Pinot Gris', 'Gewürztraminer']",US,New York,"['New York', 'New York Other']"
237,Adler Fels,84.4,18.2,84.0,15.0,14,5,"['Sauvignon Blanc', 'Gewürztraminer', 'Chardonnay', 'Cabernet Sauvignon', 'Pinot Noir']",US,California,"['Russian River Valley', 'Sonoma']"
238,Admirable Family Vineyard,88.0,54.0,88.0,54.0,2,2,"['Syrah-Merlot', 'Viognier-Chardonnay']",US,California,"['Santa Barbara County', 'Central Coast']"
239,Adobe Creek,83.0,14.0,83.0,14.0,1,1,['Pinot Gris'],US,California,"['Sonoma County', 'Sonoma']"
240,Adobe Road,85.2,37.3,84.0,39.0,15,7,"['Zinfandel', 'Syrah', 'Cabernet Franc', 'Cabernet Sauvignon', 'Petite Sirah', 'Pinot Noir', 'Rosé']",US,California,"['Dry Creek Valley', 'Sonoma']"
241,Adolf & Heinrich Fuchs,84.3,,84.0,,3,3,"['Grüner Veltliner', 'Gewürztraminer', 'Muskat Ottonel']",Austria,Burgenland,[]
242,Adolf & Heinrich Fuchs,83.0,,83.0,,1,1,['Grüner Veltliner'],Austria,Neusiedlersee,[]
243,Adolf & Heinrich Fuchs,87.0,20.0,87.0,20.0,1,1,['Sauvignon Blanc'],Austria,South Styria,[]
244,Adolf & Heinrich Fuchs,84.0,16.0,84.0,16.0,5,5,"['Welschriesling', 'Gelber Muskateller', 'Chardonnay', 'Weissburgunder', 'Gewürztraminer']",Austria,Südsteiermark,[]
245,Adolph Mueller,86.0,13.0,86.0,13.0,1,1,['Riesling'],Germany,Mosel,[]
246,Adoquin,88.0,10.0,88.0,10.0,2,2,"['Malbec', 'Cabernet Sauvignon']",Argentina,Mendoza Province,['Mendoza']
247,Adria Vini,85.0,12.0,85.0,12.0,1,1,['Pinot Grigio'],Italy,Lombardy,['Provincia di Pavia']
248,Adria Vini,84.0,11.0,84.0,11.0,1,1,['Glera'],Italy,Veneto,['Prosecco']
249,Adrian Fog,85.3,75.0,83.0,75.0,3,1,['Pinot Noir'],US,California,"['Mendocino County', 'Mendocino/Lake Counties']"
250,Adriano Marco & Vittorio,90.5,30.4,91.0,30.0,17,3,"['Nebbiolo', 'Moscato', 'Barbera']",Italy,Piedmont,['Barbaresco']
251,Adrás,86.2,19.0,87.0,19.0,4,2,"['Mencía', 'Godello']",Spain,Galicia,['Ribeira Sacra']
252,Adzic,89.0,20.0,89.0,20.0,1,1,['Graševina'],Croatia,Kutjevo,[]
253,Aequorea,93.2,41.0,93.0,42.0,4,2,"['Pinot Gris', 'Pinot Noir']",US,California,"['San Luis Obispo County', 'Central Coast']"
254,Aesthete,93.0,55.0,93.0,55.0,1,1,['Sauvignon Blanc'],US,California,"['Bennett Valley', 'Sonoma']"
255,Aether Wine Company,94.0,46.8,94.0,43.0,4,2,"['Pinot Noir', 'Chardonnay']",US,California,"['Sta. Rita Hills', 'Central Coast']"
256,Affaire de Coeur,88.0,45.0,88.0,45.0,2,1,['Pinot Noir'],US,California,"['Santa Lucia Highlands', 'Central Coast']"
257,African Passion,85.0,9.0,85.0,9.0,1,1,['Cabernet Sauvignon'],South Africa,Western Cape,[]
258,Afton Mountain,84.0,28.0,84.0,28.0,1,1,['Red Blend'],US,Virginia,['Virginia']
259,Agate Ridge,83.4,24.4,83.0,23.0,17,10,"['Pinot Gris', 'Cabernet Sauvignon', 'Viognier', 'Petite Sirah', 'Marsanne-Roussanne', 'Pinot Noir', 'Grenache', 'Red Blend', 'Syrah', 'Semillon-Sauvignon Blanc']",US,Oregon,"['Rogue Valley', 'Southern Oregon']"
260,Ager Falernus,87.0,50.0,87.0,50.0,1,1,['Red Blend'],Italy,Southern Italy,['Falerno del Massico']
261,Agly Brothers,90.0,45.0,90.0,45.0,2,1,['Rhône-style Red Blend'],France,Languedoc-Roussillon,['Côtes du Roussillon']
262,Agnanum,87.0,20.0,87.0,20.0,1,1,['Piedirosso'],Italy,Southern Italy,['Campi Flegrei']
263,Agness,85.0,18.0,85.0,18.0,1,1,['Riesling'],US,New York,"['Finger Lakes', 'Finger Lakes']"
264,Agnitio,88.7,60.0,88.0,60.0,3,2,"['Chardonnay', 'Pinot Noir']",US,California,"['Sonoma Coast', 'Sonoma']"
265,Agnusdei,88.0,17.0,88.0,17.0,1,1,['Albariño'],Spain,Galicia,['Rías Baixas']
266,Agostina Pieri,87.5,45.3,87.0,50.0,11,2,"['Sangiovese', 'Sangiovese Grosso']",Italy,Tuscany,['Brunello di Montalcino']
267,Agostino Bosco,90.4,48.0,91.0,50.0,7,2,"['Nebbiolo', 'Barbera']",Italy,Piedmont,['Barolo']
268,Agostino Pavia & Figli,89.5,25.5,89.5,25.5,2,1,['Barbera'],Italy,Piedmont,"[""Barbera d'Asti Superiore""]"
269,Agostino Vicentini,85.5,17.0,85.5,17.0,2,1,['Garganega'],Italy,Veneto,['Soave']
270,Agrapart & Fils,89.9,67.0,90.0,60.0,9,2,"['Chardonnay', 'Champagne Blend']",France,Champagne,['Champagne']
271,Agrest de Guitard,82.0,10.0,82.0,10.0,1,1,['Cabernet Sauvignon-Merlot'],Spain,Catalonia,['Penedès']
272,Agribergidvm,83.3,12.0,84.0,10.0,3,2,"['Mencía', 'Godello']",Spain,Northern Spain,['Bierzo']
273,Agricola Bellaria,86.2,24.8,86.0,22.0,5,4,"['Fiano', 'Greco', 'Falanghina', 'Coda di Volpe']",Italy,Southern Italy,['Fiano di Avellino']
274,Agricola Castellana,85.5,13.7,86.5,13.0,6,2,"['Verdejo', 'White Blend']",Spain,Northern Spain,['Rueda']
275,Agricola Falset-Marca,88.0,22.2,88.0,22.5,8,3,"['Red Blend', 'Grenache', 'Garnacha']",Spain,Catalonia,['Montsant']
276,Agricola Pace,87.0,19.0,87.0,19.0,1,1,['Arneis'],Italy,Piedmont,['Roero']
277,Agricola Pugliano,87.0,,87.0,,2,2,"['Sangiovese', 'Red Blend']",Italy,Tuscany,['Chianti']
278,Agricola Punica,90.4,42.1,90.0,35.0,10,2,"['Red Blend', 'White Blend']",Italy,Sicily & Sardinia,['Isola dei Nuraghi']
279,Agricola Querciabella,89.8,74.6,90.0,78.0,20,3,"['Red Blend', 'White Blend', 'Sangiovese']",Italy,Tuscany,['Toscana']
280,Agricola Sulin,87.5,18.0,87.5,18.0,2,1,['Barbera'],Italy,Piedmont,['Barbera del Monferrato Superiore']
281,Agricola Tamburini,88.5,13.0,88.5,13.0,2,1,['Red Blend'],Italy,Tuscany,['Chianti']
282,Agricola Uzzano,88.0,,88.0,,1,1,['Sangiovese'],Italy,Tuscany,['Chianti Classico']
283,Agricole Vallone,86.4,29.7,86.0,17.0,7,2,"['Red Blend', 'Negroamaro']",Italy,Southern Italy,['Salice Salentino']
284,Agricoltori del Chianti Geografico,87.2,20.6,87.0,17.0,14,4,"['Merlot', 'Red Blend', 'Sangiovese', 'Vernaccia']",Italy,Tuscany,['Toscana']
285,Agrina,86.5,15.5,86.5,15.5,2,2,"['Portuguiser', 'Blauer Portugieser']",Serbia,Fruška Gora,[]
286,Agrinatura,85.8,19.2,86.0,15.0,9,4,"['Red Blend', 'Uva di Troia', 'Chardonnay', 'Bombino Bianco']",Italy,Southern Italy,['Castel del Monte']
287,Agrisole,86.7,37.7,87.0,38.0,3,3,"['Malvasia Nera', 'Sangiovese', 'Colorino']",Italy,Tuscany,['Toscana']
288,Agro de Bazán,83.3,22.3,83.0,19.0,3,1,['Albariño'],Spain,Galicia,['Rías Baixas']
289,Agro de Bazán,85.0,20.0,85.0,20.0,1,1,['Bobal'],Spain,Levante,['Utiel-Requena']
290,AgroArgento,87.3,13.0,87.0,13.0,3,3,"['Red Blend', 'Grillo', ""Nero d'Avola""]",Italy,Sicily & Sardinia,['Sicilia']
291,Agrolaguna,87.5,17.0,87.5,17.0,2,2,"['Red Blend', 'Muscat']",Croatia,Istria,[]
292,Agros,84.5,17.0,84.5,17.0,2,1,['Assyrtico'],Greece,Santorini,[]
293,Agrícola Labastida,89.2,33.0,89.0,21.5,6,1,['Tempranillo'],Spain,Northern Spain,['Rioja']
294,Aguijón De Abeja,87.2,22.0,86.5,16.0,4,3,"['Bonarda', 'Malbec', 'Cabernet Sauvignon']",Argentina,Other,['Argentina']
295,Aguirre,83.0,10.5,83.0,10.5,2,2,"['Chardonnay', 'Cabernet Sauvignon-Merlot']",Chile,Central Valley,[]
296,Aguirre,82.8,10.4,83.0,9.0,5,4,"['Cabernet Sauvignon-Syrah', 'Sauvignon Blanc', 'Cabernet Sauvignon', 'Chardonnay']",Chile,Maule Valley,[]
297,Aguma,86.0,32.0,86.0,32.0,2,2,"['Cabernet Sauvignon', 'Malbec']",Argentina,Other,['San Juan']
298,Agustinos,86.2,16.2,87.0,16.5,4,1,['Cabernet Sauvignon'],Chile,Aconcagua Valley,[]
299,Agustinos,85.8,14.3,86.0,13.0,15,4,"['Chardonnay', 'Pinot Noir', 'Sauvignon Blanc', 'Malbec']",Chile,Bío Bío Valley,[]
300,Agustinos,85.0,8.0,85.0,8.0,1,1,['Chardonnay'],Chile,Cachapoal Valley,[]
301,Agustinos,86.5,19.8,86.5,14.5,4,2,"['Cabernet Sauvignon', 'Carmenère']",Chile,Maipo Valley,[]
302,Agustinos,86.3,13.0,86.0,13.0,3,2,"['Cabernet Sauvignon-Carmenère', 'Carmenère']",Chile,Rapel Valley,[]
303,Agustí Torelló,89.8,66.8,90.0,68.5,4,1,['Sparkling Blend'],Spain,Catalonia,['Cava']
304,Agustí Torelló Mata,89.4,41.2,90.0,32.5,18,5,"['Trepat', 'Sparkling Blend', 'Macabeo', 'Xarel-lo', 'Malvasia']",Spain,Catalonia,['Cava']
305,Agustín Cubero,81.2,10.4,81.0,10.0,5,3,"['Syrah', 'Garnacha', 'Macabeo']",Spain,Northern Spain,['Calatayud']
306,Ahlgren,86.8,32.8,87.5,34.0,4,2,"['Cabernet Franc', 'Cabernet Sauvignon']",US,California,"['Santa Cruz Mountains', 'Central Coast']"
307,Ahnfeldt,87.6,42.6,88.0,45.0,5,3,"['Merlot', 'Cabernet Sauvignon', 'Bordeaux-style Red Blend']",US,California,"['Napa Valley', 'Napa']"
308,Aia Vecchia,89.5,26.8,88.5,25.5,10,1,['Red Blend'],Italy,Tuscany,['Bolgheri Superiore']
309,Aidura,85.0,22.0,85.0,22.0,2,1,['White Blend'],Spain,Northern Spain,['Getariako Txakolina']
310,Aigner,91.0,18.5,91.0,16.5,7,2,"['Grüner Veltliner', 'Riesling']",Austria,Kremstal,[]
311,Aiken,90.4,98.6,91.0,125.0,14,2,"['Cabernet Sauvignon', 'Pinot Noir']",US,California,"['Oakville', 'Napa']"
312,Aila,86.0,16.0,86.0,16.0,2,2,"['Sauvignon Blanc', 'Pinot Noir']",Chile,Leyda Valley,[]
313,Aile d'Argent,87.0,,87.0,,1,1,['Bordeaux-style White Blend'],France,Bordeaux,['Bordeaux Blanc']
314,Aimé Roquesante,86.0,12.0,86.0,12.0,3,1,['Rosé'],France,Provence,['Côtes de Provence']
315,Airfield Estates,87.0,20.7,87.0,18.0,93,22,"['Rosé', 'Merlot', 'Riesling', 'Tempranillo', 'Cabernet Sauvignon', 'Rhône-style White Blend', 'Bordeaux-style Red Blend', 'Pinot Noir', 'Chardonnay', 'White Blend', 'Syrah', 'Sauvignon Blanc', 'Rhône-style Red Blend', 'Sauvignon Blanc-Semillon', 'Gewürztraminer', 'Red Blend', 'Chardonnay-Viognier', 'Pinot Gris', 'Dolcetto', 'Sémillon', 'Zinfandel', 'Viognier']",US,Washington,"['Yakima Valley', 'Columbia Valley']"
316,Airlie,86.6,15.7,87.0,14.0,31,8,"['Chardonnay', 'Gewürztraminer', 'Pinot Noir', 'White Blend', 'Pinot Gris', 'Riesling', 'Müller-Thurgau', 'Maréchal Foch']",US,Oregon,"['Willamette Valley', 'Willamette Valley']"
317,Aitor Ider Balbo,82.0,8.0,82.0,8.0,1,1,['Cabernet Sauvignon-Malbec'],Argentina,Mendoza Province,['Mendoza']
318,Aje,86.5,45.0,86.5,45.0,2,1,['Cabernet Sauvignon'],US,California,"['Alexander Valley', 'Sonoma']"
319,Ajello,87.0,,87.0,,1,1,['Red Blend'],Italy,Sicily & Sardinia,['Sicilia']
320,Akarua,89.0,53.5,89.5,37.5,6,2,"['Pinot Noir', 'Sparkling Blend']",New Zealand,Central Otago,[]
321,Al,88.0,8.0,88.0,8.0,1,1,['Sauvignon Blanc'],US,California,"['Monterey County', 'Central Coast']"
322,Al Zagal,87.0,15.0,87.0,15.0,1,1,['Red Blend'],Spain,Andalucia,['Vino de la Tierra Altiplano de Sierra Nevada']
323,Al-Cantàra,88.4,22.7,88.5,23.0,8,5,"['Pinot Nero', 'Red Blend', 'Nerello Cappuccio', 'White Blend', 'Nerello Mascalese']",Italy,Sicily & Sardinia,['Sicilia']
324,Alabanza,89.0,40.0,89.0,40.0,1,1,['Tempranillo Blend'],Spain,Northern Spain,['Rioja']
325,Alain Brumont,91.1,22.6,92.0,20.0,27,9,"['Tannat-Merlot', 'Tannat', 'Tannat-Cabernet Franc', 'Red Blend', 'Tannat-Cabernet', 'Petit Manseng', 'White Blend', 'Merlot-Tannat', 'Petit Courbu']",France,Southwest France,['Côtes de Gascogne']
326,Alain Girard et Fils,87.7,29.3,88.0,29.0,3,3,"['Pinot Noir', 'Rosé', 'Sauvignon Blanc']",France,Loire Valley,['Sancerre']
327,Alain Graillot,92.0,,92.0,,1,1,['Syrah'],France,Rhône Valley,['Crozes-Hermitage']
328,Alain Gras,88.0,22.0,88.0,22.0,1,1,['Pinot Noir'],France,Burgundy,['St.-Romain']
329,Alain Jaume et Fils,89.1,34.6,89.5,25.0,42,6,"['Rhône-style Red Blend', 'Rosé', 'Rhône-style White Blend', 'Viognier', 'Syrah-Grenache', 'Roussanne']",France,Rhône Valley,['Côtes du Rhône']
330,Alain Paret,87.0,15.0,87.0,15.0,1,1,['Syrah'],France,Rhône Valley,['Côtes du Rhône']
331,Alain Poulet,84.0,12.0,84.0,12.0,1,1,['Sparkling Blend'],France,Rhône Valley,['Clairette de Die Méthode Dioise Ancestrale']
332,Alain Voge,89.9,49.3,89.5,42.0,8,3,"['Marsanne', 'Syrah', 'Rhône-style White Blend']",France,Rhône Valley,['Saint-Péray']
333,Alamos,86.4,13.8,87.0,13.0,31,8,"['Cabernet Sauvignon', 'Chardonnay', 'Malbec', 'Bonarda', 'Red Blend', 'Merlot', 'Pinot Noir', 'Torrontés']",Argentina,Mendoza Province,['Mendoza']
334,Alamos,85.7,12.7,85.0,13.0,3,1,['Torrontés'],Argentina,Other,['Salta']
335,Alan de Val,85.0,17.0,85.0,17.0,1,1,['Mencía'],Spain,Northern Spain,['Valdeorras']
336,Alana Estate,88.0,20.0,88.0,20.0,1,1,['Sauvignon Blanc'],New Zealand,Marlborough,[]
337,Alana Estate,89.2,34.5,89.0,32.0,5,2,"['Pinot Noir', 'Chardonnay']",New Zealand,Martinborough,[]
338,Alapay,88.3,22.0,88.0,22.0,3,3,"['Chardonnay', 'Pinot Noir', 'Viognier']",US,California,"['Edna Valley', 'Central Coast']"
339,Alaverdi,81.7,12.3,82.0,11.0,3,1,['Saperavi'],Georgia,Kakheti,[]
340,Alaverdi Monastery Cellar,92.0,25.0,92.0,25.0,1,1,['Rkatsiteli'],Georgia,Kakheti,[]
341,Alba,84.0,10.0,84.0,10.0,1,1,['Tempranillo'],Spain,Central Spain,['Valdepeñas']
342,Alba,85.0,20.0,85.0,20.0,1,1,['White Blend'],US,America,[]
343,Alba,83.8,16.2,84.0,14.5,4,3,"['Riesling', 'Chambourcin', 'Red Blend']",US,New Jersey,['New Jersey']
344,Alba Roja,83.3,13.0,83.0,13.0,3,3,"['White Blend', 'Malbec', 'Red Blend']",Argentina,Mendoza Province,['Mendoza']
345,Albada,82.5,10.0,82.5,10.0,2,2,"['Macabeo', 'Garnacha']",Spain,Northern Spain,['Calatayud']
346,Albamar,83.0,12.0,82.5,12.0,4,2,"['Chardonnay', 'Sauvignon Blanc']",Chile,Casablanca Valley,[]
347,Albamar,85.0,12.0,85.0,12.0,1,1,['Cabernet Sauvignon'],Chile,Central Valley,[]
348,Alban,91.6,28.5,91.0,28.5,7,3,"['Syrah', 'Grenache', 'Roussanne']",US,California,"['Edna Valley', 'Central Coast']"
349,Albatreti,85.5,30.0,85.5,30.0,2,1,['Sangiovese'],Italy,Tuscany,['Brunello di Montalcino']
350,Albatross Ridge,93.0,52.5,93.5,55.0,6,2,"['Pinot Noir', 'Chardonnay']",US,California,"['Carmel Valley', 'Central Coast']"
351,Albemarle,85.0,16.0,85.0,16.0,2,2,"['Rosé', 'Bordeaux-style Red Blend']",US,Virginia,['Monticello']
352,Albeno Munari,84.9,19.6,84.5,22.0,10,9,"['Syrah', 'Grenache', 'Petite Sirah', 'Cabernet Sauvignon', 'Marsanne-Roussanne', 'Chardonnay', 'Tempranillo', 'Merlot', 'Pinot Noir']",US,California,"['Calaveras County', 'Sierra Foothills']"
353,Alberice,85.2,23.0,85.0,25.0,5,3,"['Chardonnay', 'Sauvignon', 'Pinot Grigio']",Italy,Northeastern Italy,['Colli Orientali del Friuli']
354,Albert Besombes,84.0,11.0,84.0,11.0,2,2,"['Sauvignon Blanc', 'Sparkling Blend']",France,Loire Valley,['Touraine']
355,Albert Bichot,86.3,15.2,85.0,13.0,7,1,['Gamay'],France,Beaujolais,['Beaujolais-Villages']
356,Albert Bichot,91.0,106.7,92.0,80.0,143,3,"['Pinot Noir', 'Chardonnay', 'Champagne Blend']",France,Burgundy,['Pommard']
357,Albert Morot,91.9,64.4,92.0,65.0,19,2,"['Pinot Noir', 'Chardonnay']",France,Burgundy,['Beaune']
358,Alberti 154,84.3,12.7,84.0,13.0,15,5,"['Syrah', 'Cabernet Sauvignon', 'Malbec', 'Merlot', 'Tempranillo']",Argentina,Mendoza Province,['Luján de Cuyo']
359,Alberti 154,87.0,13.0,87.0,13.0,1,1,['Torrontés'],Argentina,Other,['Salta']
360,Albertina,85.4,25.6,86.0,26.0,5,3,"['Cabernet Franc', 'Cabernet Sauvignon', 'Merlot']",US,California,"['Mendocino', 'Mendocino/Lake Counties']"
361,Alberto Furque,87.5,15.5,87.5,15.5,2,2,"['Malbec', 'Red Blend']",Argentina,Mendoza Province,['Uco Valley']
362,Alberto Longo,88.2,23.7,87.5,22.0,10,6,"['Nero di Troia', 'Red Blend', 'Negroamaro', 'Primitivo', 'Falanghina', 'Uva di Troia']",Italy,Southern Italy,['Puglia']
363,Alberto Nani,85.0,18.0,85.0,18.0,1,1,['Glera'],Italy,Veneto,['Prosecco']
364,Alberto Oggero,89.0,,89.0,,1,1,['Nebbiolo'],Italy,Piedmont,['Roero']
365,Alberto Orte,88.0,36.0,88.0,36.0,1,1,['Monastrell'],Spain,Levante,['Yecla']
366,Alberto Orte,88.0,28.3,89.0,24.0,3,2,"['White Blend', 'Red Blend']",Spain,Northern Spain,['Rioja']
367,Alberto Voerzio,91.0,70.0,91.0,70.0,1,1,['Nebbiolo'],Italy,Piedmont,['Barolo']
368,Albet I Noya,86.1,16.3,86.5,15.0,20,7,"['Sparkling Blend', 'Xarel-lo', 'Tempranillo Blend', 'Red Blend', 'White Blend', 'Tempranillo-Garnacha', 'Macabeo']",Spain,Catalonia,['Penedès']
369,Albinea Canali,84.0,13.0,84.0,13.0,1,1,['Lambrusco'],Italy,Central Italy,"[""Lambrusco dell'Emilia""]"
370,Albino Armani,86.5,47.0,86.5,47.0,2,2,"['Red Blend', 'Sparkling Blend']",Italy,Northeastern Italy,['Trentino']
371,Albino Armani,87.3,29.0,87.0,20.0,16,5,"['Garganega', 'Corvina, Rondinella, Molinara', 'Red Blend', 'Glera', 'Pinot Grigio']",Italy,Veneto,['Soave']
