Winery,Country,Province,Mean_Price,Mean_Points,Wines,Variety_Count
Casa Valduga,Brazil,Brazil,26.333333333333332,86.33333333333333,3,1
Cherry Hill,US,Oregon,26.333333333333332,86.0,6,2
Casa Perini,Brazil,Vale Trentino,26.333333333333332,84.5,6,6
Château Lanbersac,France,Bordeaux,26.333333333333332,88.77777777777777,9,2
Mackey Vineyards,US,Washington,26.333333333333332,89.33333333333333,3,3
Picayune,US,California,26.333333333333332,86.66666666666667,3,3
Johan Vineyards,US,Oregon,26.333333333333332,86.33333333333333,3,2
Avontuur,South Africa,Stellenbosch,26.333333333333332,87.66666666666667,3,3
Belle Vallée,US,Oregon,26.333333333333332,84.83333333333333,12,3
Domaine Albert Mann,France,Alsace,26.333333333333332,89.6470588235294,17,6
Château Roquefeuille,France,Provence,26.333333333333332,88.66666666666667,3,1
Quiévremont,US,Virginia,26.333333333333332,85.66666666666667,3,3
San Martino,Italy,Southern Italy,26.333333333333332,89.33333333333333,6,2
Cooper Mountain,US,Oregon,26.333333333333332,87.0,3,1
Château de Brézé,France,Loire Valley,26.333333333333332,90.33333333333333,3,2
Terre di Melazzano,Italy,Tuscany,26.333333333333332,86.66666666666667,3,2
Esterházy,Austria,Leithaberg,26.333333333333332,89.5,4,2
Prinz,Germany,Rheingau,26.333333333333332,89.3,10,1
Casca Wines,Portugal,Tejo,26.333333333333332,87.5,6,3
Nielson by Byron,US,California,26.333333333333332,89.0,6,3
Summerer,Austria,Kamptal,26.333333333333332,88.9,10,2
Bitner,US,Idaho,26.333333333333332,86.75,4,3
Flinders Run,Australia,South Australia,26.333333333333332,88.66666666666667,3,2
Château de Chambert,France,Southwest France,26.357142857142858,89.92857142857143,14,2
Michel Vattan,France,Loire Valley,26.363636363636363,90.0909090909091,11,2
Mr. Riggs,Australia,South Australia,26.363636363636363,88.63636363636364,11,6
Parés Baltà,Spain,Catalonia,26.363636363636363,86.45454545454545,11,6
Santa Carolina,Chile,Cachapoal Valley,26.375,89.75,8,3
Secret Spot Wines,Portugal,Douro,26.384615384615383,90.26666666666667,15,4
Te Awa,New Zealand,Hawke's Bay,26.391304347826086,88.6086956521739,23,9
Carivintas,US,California,26.4,84.2,5,5
J. & F. Lurton,Spain,Northern Spain,26.4,87.8,10,4
Mattebella,US,New York,26.4,86.4,5,3
Cuvée Wine Cellars,US,California,26.4,86.4,5,5
Earthquake,US,California,26.4,86.86666666666666,15,4
J. & F. Lurton,Chile,Colchagua Valley,26.4,86.5,10,4
Finca Casa Lo Alto,Spain,Levante,26.4,87.4,5,1
Des Voigne,US,Washington,26.4,88.0,5,4
Les Vignerons de Tautavel Vingrau,France,Languedoc-Roussillon,26.4,89.0,5,1
Tempus Cellars,US,Washington,26.4,88.95,20,6
Gård,US,Washington,26.404255319148938,88.51063829787235,47,14
Macchia,US,California,26.416666666666668,86.16666666666667,12,5
B Side,US,California,26.444444444444443,88.55555555555556,9,2
Eder,Austria,Wachau,26.454545454545453,92.36363636363636,11,3
Bodegas Riojanas,Spain,Northern Spain,26.458333333333332,88.0,24,5
Château de Calavon,France,Provence,26.46153846153846,89.38461538461539,13,3
Ogier,France,Rhône Valley,26.466666666666665,87.53333333333333,15,3
Ramón Bilbao,Spain,Northern Spain,26.46875,87.4375,32,3
Taz,US,California,26.473684210526315,88.36842105263158,19,4
Tsillan Cellars,US,Washington,26.5,87.125,8,4
Tenuta H.Lentsch,Italy,Northeastern Italy,26.5,89.0,2,2
Ciringa,Slovenia,Štajerska,26.5,88.5,2,1
Johnson Estate,US,New York,26.5,85.0,2,2
Fonterutoli,Italy,Tuscany,26.5,89.5,2,1
Château Hervé-Laroque,France,Bordeaux,26.5,87.0,2,1
Tercic,Italy,Northeastern Italy,26.5,89.0,2,2
Domaine Cédrick Bardin,France,Loire Valley,26.5,88.0,2,1
Stewart Cellars,US,California,26.5,91.0,2,2
Alta,Australia,South Australia,26.5,85.5,2,2
Cantina Terre del Barolo,Italy,Piedmont,26.5,87.875,8,1
Domaine Daniel Reverdy et Fils,France,Loire Valley,26.5,87.5,2,1
Murdoch James Estate,New Zealand,Martinborough,26.5,84.0,2,2
Antadze,Georgia,Kakheti,26.5,90.0,2,2
Otium,US,Virginia,26.5,85.5,2,2
Carbone,Italy,Southern Italy,26.5,88.33333333333333,3,1
Marcella Giuliani,Italy,Central Italy,26.5,88.0,2,1
Torre Raone,Italy,Central Italy,26.5,88.0,2,2
Gan Eden,US,California,26.5,85.0,2,2
Castillo de Urtau,Spain,Northern Spain,26.5,84.5,2,1
Podere Guado al Melo,Italy,Tuscany,26.5,87.92857142857143,14,3
Highland Hills Winery,US,California,26.5,80.5,2,2
Samuel Robert,US,Oregon,26.5,87.16666666666667,6,3
3 Horse Ranch Vineyards,US,America,26.5,87.0,2,2
Indian Valley,US,California,26.5,84.0,2,2
Beresan,US,Oregon,26.5,90.25,4,4
Edmonds Winery,US,Washington,26.5,84.75,8,3
Cà Lojera,Italy,Lombardy,26.5,91.0,2,1
Et Cetera,Moldova,Moldova,26.5,88.0,2,1
Damien Laureau,France,Loire Valley,26.5,89.0,2,1
Feudo Solaria,Italy,Sicily & Sardinia,26.5,87.5,2,2
Cantina Tudernum,Italy,Central Italy,26.5,86.5,8,4
Yarrabank,Australia,Victoria,26.5,87.5,2,1
Il Palazzino,Italy,Tuscany,26.5,90.0,2,1
Capitello,US,Oregon,26.5,85.5,2,2
Arndorfer,Austria,Kamptal,26.5,92.0,2,2
Quasar,Spain,Northern Spain,26.5,88.5,2,2
Chigi Saracini,Italy,Tuscany,26.5,92.5,2,1
Row Eleven,US,California,26.5,88.0,6,1
Domaine Thierry Drouin,France,Burgundy,26.5,87.5,2,1
Poggio alle Querce,Italy,Tuscany,26.5,86.5,2,1
Gaul,Germany,Pfalz,26.5,87.5,4,4
Round Barn,US,Michigan,26.5,82.5,4,4
Philippe Girard,France,Loire Valley,26.5,85.0,4,3
Prominence,US,California,26.5,85.5,2,1
Château Altimar,France,Bordeaux,26.5,88.66666666666667,3,1
Howard Park,Australia,Western Australia,26.5,89.70833333333333,24,5
Luna Beberide,Spain,Northern Spain,26.51851851851852,87.88888888888889,27,3
Rosenhof,Austria,Burgenland,26.526315789473685,89.73684210526316,19,8
Deep Sea,US,California,26.55,85.85,20,9
Lustau,Spain,Andalucia,26.555555555555557,90.77777777777777,9,1
B&E;,US,California,26.555555555555557,85.0,9,5
Seven of Hearts,US,Oregon,26.5625,87.75,16,7
Tamayo Family,US,California,26.571428571428573,87.14285714285714,7,5
Palliser Estate,New Zealand,Martinborough,26.571428571428573,87.7741935483871,31,5
Fazio,Italy,Sicily & Sardinia,26.571428571428573,86.27272727272727,22,7
Deaver,US,California,26.583333333333332,88.70833333333333,24,7
Steininger,Austria,Kamptal,26.594594594594593,89.51282051282051,39,2
Monte Xanic,Mexico,Valle de Guadalupe,26.6,86.6,10,9
Clos Malverne,South Africa,Stellenbosch,26.6,86.33333333333333,6,4
Unionville,US,New Jersey,26.6,84.0,5,4
Baiting Hollow Farm Vineyard,US,New York,26.6,84.83333333333333,6,5
Le Vigne di Alice,Italy,Veneto,26.6,84.2,10,3
Val de Los Frailes,Spain,Northern Spain,26.6,85.6875,16,4
Poet's Leap,US,Washington,26.6,92.33333333333333,15,1
Mirabelle,US,California,26.6,88.4,10,1
Heringer,US,California,26.615384615384617,85.53846153846153,13,9
Casa Sola,Italy,Tuscany,26.625,87.5,8,3
Clif Family,US,California,26.625,87.9375,32,10
Koehler,US,California,26.63157894736842,88.3157894736842,38,13
Libra,US,Oregon,26.666666666666668,88.33333333333333,3,1
Château Meyre,France,Bordeaux,26.666666666666668,87.5,4,1
Marqués de Valdueza,Spain,Central Spain,26.666666666666668,85.33333333333333,3,1
Adegas Moure,Spain,Galicia,26.666666666666668,84.33333333333333,3,2
Glen Fiona,US,Washington,26.666666666666668,86.5,6,3
Murgo,Italy,Italy Other,26.666666666666668,90.0,6,1
Cantina del Giusto,Italy,Tuscany,26.666666666666668,89.66666666666667,3,1
Chateau Peyrassol,France,Provence,26.666666666666668,87.33333333333333,3,1
Mahi,New Zealand,Marlborough,26.666666666666668,89.0,3,2
Vereinigte Hospitien,Germany,Mosel,26.666666666666668,88.0,3,1
Yardstick,US,California,26.666666666666668,87.66666666666667,3,1
Ripken,US,California,26.666666666666668,84.5,6,6
Case Paolin,Italy,Veneto,26.666666666666668,88.16666666666667,6,2
Proelio,Spain,Northern Spain,26.666666666666668,89.0,3,2
Tagonius,Spain,Central Spain,26.666666666666668,87.0,3,1
Fischer,Austria,Thermenregion,26.666666666666668,87.4,10,7
Mallea,US,California,26.666666666666668,89.66666666666667,3,3
Cedarville,US,California,26.666666666666668,90.83333333333333,6,6
Ataraxia,South Africa,Western Cape,26.666666666666668,88.0,4,2
Château d'Arsac,France,Bordeaux,26.666666666666668,92.0,7,1
Lodola Nuova,Italy,Tuscany,26.666666666666668,85.66666666666667,3,2
Château Ferran,France,Bordeaux,26.666666666666668,87.0,4,2
Algodon,Argentina,Mendoza Province,26.666666666666668,88.33333333333333,3,3
Piandibugnano,Italy,Tuscany,26.666666666666668,85.5,4,4
Lost Creek,US,Virginia,26.666666666666668,83.33333333333333,3,3
J. Moreau & Fils,France,Burgundy,26.666666666666668,87.25,4,1
Terrazas de Los Andes,Argentina,Mendoza Province,26.678571428571427,87.10714285714286,56,3
The Federalist,US,California,26.68421052631579,87.10526315789474,19,4
Borgo Scopeto,Italy,Tuscany,26.68421052631579,89.04761904761905,21,2
Allram,Austria,Kamptal,26.68421052631579,91.26086956521739,23,2
Kendall-Jackson,US,California,26.68686868686869,88.4090909090909,198,16
Kevin White,US,Washington,26.692307692307693,92.38461538461539,13,5
Vallana,Italy,Piedmont,26.7,91.3,10,2
Quinta do Pôpa,Portugal,Douro,26.7,89.3,10,4
Domaine Sipp-Mack,France,Alsace,26.7,88.5625,16,8
Lagana,US,Washington,26.714285714285715,86.71428571428571,7,4
Henry Natter,France,Loire Valley,26.714285714285715,87.71428571428571,7,3
12 Linajes,Spain,Northern Spain,26.727272727272727,89.0,11,2
Castelluccio,Italy,Central Italy,26.75,86.6923076923077,13,3
Winkler-Hermaden,Austria,Südoststeiermark,26.75,88.375,8,6
Ktima Voyatzi,Greece,Vin de Pays de Velvendo,26.75,86.5,4,2
Matua Valley,New Zealand,Gisborne,26.75,88.375,8,2
Hannah Nicole Vineyards,US,California,26.75,84.41666666666667,12,10
O•S Winery,US,Washington,26.75,89.14285714285714,28,9
Fairview,South Africa,Paarl,26.75,87.875,16,4
Barkan,Israel,Judean Hills,26.75,88.6,5,4
Luberri,Spain,Northern Spain,26.75,86.5,4,2
Talosa,Italy,Tuscany,26.75,87.0,4,2
Hawthorne,US,Michigan,26.75,87.0,4,4
Edmeades,US,California,26.76,88.72,25,4
Kriselle,US,Oregon,26.764705882352942,87.0,17,7
Staete Landt,New Zealand,Marlborough,26.76923076923077,87.53846153846153,13,4
Campolargo,Portugal,Bairrada,26.78688524590164,88.52459016393442,61,14
Prima Materia,US,California,26.8,89.6,5,5
3 Steves Winery,US,California,26.8,83.6,5,4
Hajszan Neumann,Austria,Vienna,26.8,90.6,5,4
Aia Vecchia,Italy,Tuscany,26.8,89.5,10,1
Herdade do Rocim,Portugal,Alentejano,26.81081081081081,87.6734693877551,49,6
Scilio,Italy,Sicily & Sardinia,26.818181818181817,87.27272727272727,11,5
Helix by Reininger,US,Washington,26.823529411764707,88.6470588235294,34,8
Marqués de Vitoria,Spain,Northern Spain,26.833333333333332,88.5,6,1
Ventisquero,Chile,Colchagua Valley,26.833333333333332,87.35,20,7
Altaïr,Chile,Rapel Valley,26.833333333333332,89.66666666666667,6,2
Wy'East Vineyards,US,Oregon,26.846153846153847,87.6923076923077,13,3
Donnachiara,Italy,Southern Italy,26.85,88.36363636363636,22,4
Phantom Rivers,US,California,26.857142857142858,87.85714285714286,7,5
Kaella,US,Washington,26.875,89.0,8,5
Bergevin Lane,US,Washington,26.875,88.95,40,12
Tercero,US,California,26.88,88.36,25,14
Rutherford Ranch,US,California,26.886363636363637,86.27272727272727,44,7
Olivini,Italy,Lombardy,26.88888888888889,87.9090909090909,11,3
Salentein,Argentina,Mendoza Province,26.890625,87.56923076923077,65,13
Amavi,US,Washington,26.903225806451612,90.48387096774194,31,3
Pech Merle,US,California,26.903225806451612,87.64516129032258,31,10
Müller-Grossmann,Austria,Kremstal,26.90909090909091,91.18181818181819,11,2
Four Sisters Ranch,US,California,26.90909090909091,86.9090909090909,11,8
Tinazzi,Italy,Veneto,26.90909090909091,87.41176470588235,17,3
Paul Blanck,France,Alsace,26.92,90.48,25,5
Calistoga Cellars,US,California,26.923076923076923,85.53846153846153,13,5
Maycas del Limari,Chile,Limarí Valley,26.923076923076923,88.92857142857143,14,3
La Braccesca,Italy,Tuscany,26.928571428571427,89.14285714285714,14,4
Ott & Murphy,US,Washington,26.945945945945947,87.8108108108108,37,12
McGregor,US,New York,26.94871794871795,86.66666666666667,39,12
Naggiar,US,California,26.956989247311828,87.48387096774194,93,19
Baglio di Pianetto,Italy,Sicily & Sardinia,26.966666666666665,87.62162162162163,37,12
Château Vannières,France,Provence,27.0,91.0,4,1
Onward,US,California,27.0,86.5,2,2
Careglio,Italy,Piedmont,27.0,87.75,4,1
Experience,US,California,27.0,83.0,2,2
Mendielle Vertu,US,California,27.0,85.0,1,1
Aliento Del Sol,US,California,27.0,88.0,2,2
Vena Cava,Mexico,Valle de Guadalupe,27.0,83.33333333333333,3,3
Southern Right,South Africa,Hemel en Aarde,27.0,90.0,2,1
Musetta,US,California,27.0,85.5,2,2
Unti,US,California,27.0,88.0,4,4
Saltbird,US,New York,27.0,88.0,1,1
Travieso,US,California,27.0,87.0,1,1
Domaine les Bruyeres,France,Rhône Valley,27.0,90.0,1,1
Château Val d'Arenc,France,Provence,27.0,92.0,1,1
Johann Haart,Germany,Mosel-Saar-Ruwer,27.0,89.33333333333333,3,1
Bernard Magrez,France,Provence,27.0,89.07692307692308,13,1
Tantalus,Canada,British Columbia,27.0,92.0,1,1
Poderi del Paradiso,Italy,Tuscany,27.0,87.0,2,1
St Mary's,Australia,South Australia,27.0,89.0,2,2
Casca Wines,Portugal,Távora-Varosa,27.0,86.0,1,1
Château Lagarosse,France,Bordeaux,27.0,87.0,3,1
Celler Arché Pagès,Spain,Northern Spain,27.0,86.0,5,1
Wohlmuth,Austria,South Styria,27.0,86.0,1,1
André Blanck et ses Fils,France,Alsace,27.0,89.16666666666667,6,4
Pazo de Eiras,Spain,Galicia,27.0,87.0,1,1
Domaine de Cassan,France,Rhône Valley,27.0,90.0,1,1
Château les Barraillots,France,Bordeaux,27.0,86.0,1,1
El Hijo,Argentina,Mendoza Province,27.0,89.5,2,1
William James,US,California,27.0,90.0,2,2
Son Bordils,Spain,Spanish Islands,27.0,88.0,1,1
Peterson,US,California,27.0,86.57894736842105,19,9
Château Fredignac,France,Bordeaux,27.0,90.0,1,1
Chatzivariti,Greece,Goumenissa,27.0,87.0,1,1
Le Masciare,Italy,Southern Italy,27.0,89.33333333333333,3,3
Blaauwklippen,South Africa,Coastal Region,27.0,84.0,1,1
Bennett Valley Cellars,US,California,27.0,87.0,3,2
Hans Fahden,US,California,27.0,85.75,4,1
Joel Gott,US,California,27.0,88.83333333333333,12,4
Cava Aragon,Mexico,San Vicente,27.0,88.0,1,1
Domaine des Chers,France,Beaujolais,27.0,92.0,2,1
Vinícola Miolo,Brazil,Serra Gaúcha,27.0,83.0,1,1
Domaine de la Vieille Julienne,France,Rhône Valley,27.0,90.0,1,1
Goldwater,New Zealand,Central Otago,27.0,90.0,1,1
Chalone,US,California,27.0,89.6,5,3
B3,Australia,South Australia,27.0,91.0,1,1
Chateau St. Croix,US,America,27.0,82.0,1,1
Heinrich,Austria,Mittelburgenland,27.0,92.0,1,1
Hood Crest,US,Oregon,27.0,85.0,2,2
Kurt Angerer,Austria,Kamptal,27.0,90.33333333333333,3,1
Quinta do Arrobe,Portugal,Tejo,27.0,87.0,10,5
Melsheimer,Germany,Mosel,27.0,87.75,4,1
Rockgarden,US,Virginia,27.0,83.5,2,2
Avancia,Spain,Northern Spain,27.0,87.71428571428571,7,3
Phoenix Ranch,US,California,27.0,90.66666666666667,3,3
Saronsberg,South Africa,Tulbagh,27.0,90.2,5,3
Lake Breeze,Australia,South Australia,27.0,89.0,3,3
Domaine la Bastide Blanche,France,Provence,27.0,92.0,3,1
Raylee,US,Oregon,27.0,86.5,2,2
St Hallett,Australia,South Australia,27.0,89.0,27,8
Celler Dosterras,Spain,Catalonia,27.0,88.0,2,1
Duval & Blanchet,France,Bordeaux,27.0,85.33333333333333,6,4
Carić,Croatia,Hvar,27.0,88.0,1,1
Bump,US,California,27.0,88.0,2,2
Solière,France,Provence,27.0,88.0,1,1
La Escuelita,Mexico,Valle de Guadalupe,27.0,81.0,1,1
Glatzer,Austria,Carnuntum,27.0,89.6875,16,7
Com e Bella,US,California,27.0,83.0,2,2
Château Arzac,France,Bordeaux,27.0,86.0,1,1
Diez Llorente,Spain,Northern Spain,27.0,86.0,2,1
Bodegas Docampo,Spain,Galicia,27.0,87.0,2,1
Anton Bauer,Austria,Wagram-Donauland,27.0,89.5,14,5
Costa Archi,Italy,Central Italy,27.0,82.66666666666667,3,2
Zefina,US,Washington,27.0,86.0,5,4
Schooler Nolan,US,Washington,27.0,85.0,1,1
Hereu,Chile,Central Valley,27.0,91.0,1,1
Boutari,Greece,Korinthia,27.0,86.0,1,1
Lamoretti,Italy,Central Italy,27.0,87.66666666666667,3,1
Adega de Penalva,Portugal,Dão,27.0,88.0,1,1
Ransom,US,Oregon,27.0,87.0,1,1
Quinta da Casaboa,Portugal,Lisboa,27.0,88.0,2,2
Oenophile Wines,US,California,27.0,82.0,1,1
Audelssa Sonoma,US,California,27.0,89.0,1,1
Diamond Oaks de Maniar,US,California,27.0,83.0,2,1
Domaine Chasselay,France,Beaujolais,27.0,87.57142857142857,14,1
Vinicola Urbana,Mexico,Valle de Guadalupe,27.0,85.0,2,2
Donato D'Angelo,Italy,Southern Italy,27.0,88.0,2,1
Montenidoli,Italy,Tuscany,27.0,91.33333333333333,3,1
Villa di Geggiano,Italy,Tuscany,27.0,87.33333333333333,3,1
Diaz Bayo,Spain,Northern Spain,27.0,87.0,1,1
Château Larmande,France,Bordeaux,27.0,90.83333333333333,6,1
Weingut Seck,Germany,Rheinhessen,27.0,86.0,1,1
JLC,US,Washington,27.0,89.42857142857143,7,4
Jasper Sisco,US,Oregon,27.0,90.0,2,2
Texnh Oinoy,Greece,Drama,27.0,85.0,1,1
Cascina Bretta Rossa,Italy,Piedmont,27.0,88.0,2,2
Tenimenti Ca' Bianca,Italy,Piedmont,27.0,87.5,8,4
New Departure,US,California,27.0,84.0,2,1
Rijckaert,France,France Other,27.0,90.3,10,2
Martin Family Vineyards,US,California,27.0,83.5,2,2
Origin Napa,US,California,27.0,86.0,1,1
R. Merlo,US,California,27.0,83.57142857142857,7,4
Rafael Cambra,Spain,Levante,27.0,88.5,10,8
Jean-Paul Picard,France,Loire Valley,27.0,89.0,3,2
Klabjan,Slovenia,Slovenska Istra,27.0,87.0,2,2
Tikal,Argentina,Mendoza Province,27.0,88.4,10,6
Domaine Roche-Audran,France,Rhône Valley,27.0,92.0,1,1
Valdubón,Spain,Northern Spain,27.0,87.25,12,2
Drei Donà,Italy,Central Italy,27.0,87.66666666666667,3,2
Ben Hogan,US,California,27.0,85.11111111111111,9,5
Division,US,Oregon,27.0,87.0,2,1
Bethany Vineyard,US,Washington,27.0,85.33333333333333,3,2
Do Ferreiro,Spain,Galicia,27.0,89.0,5,2
Balistreri,US,Colorado,27.0,81.5,2,2
Barons V,US,Washington,27.0,88.5,4,3
Santa Ema,Chile,Maule Valley,27.0,88.5,2,1
D-Cubed Cellars,US,California,27.0,84.5,2,2
Paskett,US,California,27.0,89.0,2,2
Domaine Landrat-Guyollot,France,Loire Valley,27.0,89.33333333333333,9,2
La Poussie,France,Loire Valley,27.0,85.0,2,1
Bellacana,US,California,27.0,84.5,2,2
Perusini,Italy,Northeastern Italy,27.0,85.0,2,2
Anier,Spain,Northern Spain,27.0,90.0,3,2
Boyle MacDonald,US,California,27.0,87.25,4,4
Ceago Vinegarden,US,California,27.0,85.88888888888889,18,8
Cantina Zaccagnini,Italy,Central Italy,27.0,87.2,5,3
Nevada Ridge,US,Nevada,27.0,84.0,2,2
Buil & Giné,Spain,Catalonia,27.0,89.0,1,1
Straight Line,US,California,27.0,89.16666666666667,12,5
Vanderbilt,US,California,27.0,88.0,2,2
Kingston Estate,Australia,South Australia,27.0,92.0,1,1
Graf Hardegg,Austria,Österreichischer Sekt,27.0,88.33333333333333,3,2
Budeguer,Argentina,Mendoza Province,27.0,86.0,5,3
Edetària,Spain,Catalonia,27.0,88.71428571428571,7,5
Dry Creek Vineyard,US,California,27.014705882352942,88.7279411764706,136,12
Koenig Vineyards,US,Idaho,27.045454545454547,86.31818181818181,22,12
Gifford Hirlinger,US,Washington,27.047619047619047,88.42857142857143,21,8
François Lurton,Chile,Colchagua Valley,27.05,86.65,20,3
Castello di Poppiano,Italy,Tuscany,27.05,87.88,25,4
Wunsch & Mann,France,Alsace,27.05263157894737,87.15625,32,6
Three Fox,US,Virginia,27.055555555555557,84.22222222222223,18,8
Domaine Saint-Rémy,France,Alsace,27.066666666666666,90.4,15,6
Heartland,Australia,South Australia,27.083333333333332,88.6923076923077,13,5
Cosa Obra,US,California,27.083333333333332,87.33333333333333,12,3
La Storia,US,California,27.09090909090909,85.36363636363636,11,5
J. Rickards,US,California,27.09375,87.125,32,11
Plaisance Ranch,US,Oregon,27.096774193548388,87.74193548387096,31,13
Seven Hills,US,Oregon,27.1,90.1,10,4
Chalone Vineyard,US,California,27.125,88.125,24,6
Taj,US,California,27.125,86.125,8,4
Substance,US,Washington,27.136363636363637,89.22727272727273,22,8
D'Anbino,US,California,27.142857142857142,85.57142857142857,7,3
Lamole di Lamole,Italy,Tuscany,27.142857142857142,89.4,10,2
Camberley,South Africa,Stellenbosch,27.142857142857142,88.14285714285714,7,4
Domaine Saint-André de Figuière,France,Provence,27.142857142857142,90.11111111111111,18,3
Fournier Père et Fils,France,Loire Valley,27.144927536231883,88.2987012987013,77,5
Rivino,US,California,27.153846153846153,86.6923076923077,13,6
Gritsch Mauritiushof,Austria,Wachau,27.166666666666668,89.94444444444444,18,3
Simaine Cellars,US,California,27.166666666666668,86.66666666666667,6,6
Mas Blanch I Jové,Spain,Catalonia,27.166666666666668,89.5,6,3
Whitman Cellars,US,Washington,27.166666666666668,87.41666666666667,12,6
Miracle Valley,US,Virginia,27.166666666666668,83.16666666666667,6,6
Mercer,US,Washington,27.166666666666668,87.5,78,16
Gitton Père et Fils,France,Loire Valley,27.166666666666668,89.16666666666667,12,1
Fattoria la Castellina,Italy,Tuscany,27.166666666666668,85.33333333333333,6,3
Bocale,Italy,Central Italy,27.166666666666668,87.16666666666667,6,3
Villa Matilde,Italy,Southern Italy,27.17142857142857,88.04166666666667,48,6
Darcie Kent Vineyards,US,California,27.17142857142857,87.8,35,11
Maquis,Chile,Colchagua Valley,27.181818181818183,88.63636363636364,22,5
Kim Crawford,New Zealand,Hawke's Bay,27.2,89.16666666666667,6,5
Castelvecchio,Italy,Tuscany,27.2,88.0,5,2
Director's Cut,US,California,27.2,85.4,5,3
Quinta do Sagrado,Portugal,Douro,27.2,90.33333333333333,15,3
Bloomfield,US,California,27.2,81.6,5,5
Château l'Espérance,France,Bordeaux,27.2,88.6,10,2
Château d'Agassac,France,Bordeaux,27.2,90.45454545454545,11,1
Grove Street,US,California,27.2,86.4,5,4
Kadesh Barnea,Israel,Negev Hills,27.2,83.6,5,3
Inception,US,California,27.214285714285715,86.53333333333333,15,3
Barrister,US,Washington,27.214285714285715,90.17857142857143,56,10
Telaya,US,Washington,27.214285714285715,86.92857142857143,14,9
Murrieta's Well,US,California,27.22222222222222,88.0,27,10
Errazuriz,Chile,Aconcagua Costa,27.23076923076923,88.53846153846153,13,5
San Pedro,Chile,Elqui Valley,27.235294117647058,87.47058823529412,17,4
Seebrich,Germany,Rheinhessen,27.25,88.75,4,1
Dutch Bill Creek,US,California,27.25,86.5,4,2
Le Casque,US,California,27.25,89.25,4,3
White Hart Wine,US,California,27.25,89.2,5,3
Fattoria Coroncino,Italy,Central Italy,27.25,86.0,4,2
Mercouri Estate,Greece,Ilias,27.25,87.75,4,2
Alchemist,US,Oregon,27.25,88.375,8,2
Mitchelton,Australia,Victoria,27.25,89.0,5,2
D'Angelo,Italy,Southern Italy,27.25,90.0,5,1
Herdade do Rocim,Portugal,Lisboa,27.25,90.1,10,2
Château Lamothe-Bergeron,France,Bordeaux,27.25,89.2,5,1
Molnar Family,US,California,27.25,88.25,8,2
Scagliola,Italy,Piedmont,27.25,87.2,5,2
Gainey,US,California,27.26027397260274,89.31506849315069,73,7
Viñas del Vero,Spain,Northern Spain,27.263157894736842,87.1,20,9
SJ Montigny,Germany,Nahe,27.285714285714285,90.57142857142857,7,2
Gustafson Family,US,California,27.285714285714285,88.57142857142857,21,8
Worthy,US,California,27.285714285714285,87.28571428571429,7,3
Château des Karantes,France,Languedoc-Roussillon,27.285714285714285,88.78571428571429,14,5
Macari,US,New York,27.28846153846154,86.57692307692308,52,12
Marchiori & Barraud,Argentina,Mendoza Province,27.3,89.4,10,2
Walnut City WineWorks,US,Oregon,27.318181818181817,88.0909090909091,22,5
Vincent Delaporte,France,Loire Valley,27.333333333333332,90.66666666666667,3,1
Château Moya,France,Bordeaux,27.333333333333332,88.66666666666667,3,1
Altamana,Chile,Maule Valley,27.333333333333332,87.66666666666667,3,1
Manoir du Capucin,France,Burgundy,27.333333333333332,87.66666666666667,3,1
Batzella,Italy,Tuscany,27.333333333333332,89.07692307692308,13,3
Conte Ferdinando Guicciardini,Italy,Tuscany,27.333333333333332,87.6,10,4
Lucente,Italy,Tuscany,27.333333333333332,88.0,3,1
Mi Terruño,Argentina,Mendoza Province,27.333333333333332,87.77777777777777,9,5
Burt Street Cellars,US,California,27.333333333333332,84.33333333333333,3,3
Saucelito Canyon,US,California,27.333333333333332,86.22222222222223,9,2
Château Les Bertrands,France,Bordeaux,27.333333333333332,86.75,4,2
Koyle,Chile,Colchagua Costa,27.333333333333332,85.33333333333333,3,2
Jawbone,New Zealand,Marlborough,27.333333333333332,89.33333333333333,3,3
MacLeod,US,California,27.333333333333332,89.66666666666667,3,2
2820 Wine Co.,US,California,27.333333333333332,84.33333333333333,3,3
Frenchman's Gulch,US,Washington,27.333333333333332,87.0,3,2
Miro,US,California,27.35483870967742,88.06451612903226,31,6
Trenza,US,California,27.375,88.75,8,2
Heart & Hands,US,New York,27.384615384615383,86.6923076923077,13,2
Di Arie,US,California,27.384615384615383,87.6923076923077,13,8
Château Sainte Marguerite,France,Provence,27.384615384615383,89.73333333333333,15,1
Stephen's,US,California,27.384615384615383,85.84615384615384,13,3
South Stage,US,Oregon,27.384615384615383,87.61538461538461,13,13
Fields Family,US,California,27.38888888888889,89.27777777777777,18,8
Record Family Wines,US,California,27.4,87.4,5,5
Jean-Michel Dupré,France,Beaujolais,27.4,90.6,5,1
Domaine Dominique Gruhier,France,Burgundy,27.4,88.4,5,2
Château Moulin de Canhaut,France,Bordeaux,27.4,85.42857142857143,7,1
I Custodi,Italy,Sicily & Sardinia,27.4,88.8,5,2
Joseph Cattin,France,Alsace,27.428571428571427,89.32142857142857,56,7
Badia di Morrona,Italy,Tuscany,27.428571428571427,87.71428571428571,7,2
Castello di Gabbiano,Italy,Tuscany,27.44,89.23076923076923,26,3
Bodega del Fin del Mundo,Argentina,Other,27.444444444444443,86.55555555555556,9,6
Masut da Rive,Italy,Northeastern Italy,27.444444444444443,87.77777777777777,9,5
